# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	2431
#@/user_id	5b754ccd-decf-4aa1-80f7-2bdb3ab9e58b
a 	啊	c=8 d=1.91803 t=2431
ma tong 	馬桶	c=1 d=0.013912 t=2431
mai 	賣	c=3 d=2.13115 t=2431
mai le 	賣了	c=2 d=1.41365 t=2431
mai ren 	埋人	c=2 d=1.89583 t=1880
man yue 	滿月	c=0 d=6.08204e-05 t=2431
mang 	忙	c=1 d=0.00213348 t=2431
mao xian 	毛線	c=1 d=0.704688 t=2431
mao zi 	帽子	c=2 d=1.34434 t=2431
me 	麼	c=21 d=3.47421 t=2431
mei 	沒	c=2 d=0.0238056 t=2431
mei fa 	沒法	c=1 d=0.107528 t=2431
mei ge 	每個	c=3 d=0.78753 t=2431
mei nian 	每年	c=1 d=0.0488012 t=2431
mei ren 	美人	c=1 d=1 t=1632
mei shi jian 	沒時間	c=1 d=0.0281559 t=2431
mei xiang dao 	沒想到	c=1 d=1 t=2075
mei yi ge 	每一個	c=2 d=0.379446 t=2431
mei you 	沒有	c=8 d=1.34695 t=2431
men 	們	c=1 d=0.00279479 t=2431
mi ji 	密集	c=1 d=1 t=1924
mian ji 	面積	c=1 d=0.324652 t=2431
ming chao 	明朝	c=1 d=1 t=2430
ming tian 	明天	c=4 d=1.99704 t=2322
ming yue 	明月	c=1 d=0.000572785 t=2431
mo ca 	摩擦	c=3 d=0.0585768 t=2431
mo xing 	模型	c=2 d=0.454076 t=2431
mou ge 	某個	c=1 d=0.00402593 t=2431
mou zhong 	某種	c=3 d=0.358828 t=2431
na 	那	c=2 d=0.685998 t=2431
na bian 	那邊	c=1 d=0.551563 t=2431
na cai 	那才	c=0 d=0.1 t=2278
na cai shi 	那才是	c=1 d=1 t=2279
na dao 	拿到	c=1 d=0.000642592 t=2431
na li 	哪裏	c=3 d=0.10986 t=2431
na li 	那裏	c=1 d=0.0106202 t=2431
na me 	那麼	c=2 d=0.362402 t=2431
na shi hou 	那時候	c=1 d=0.054204 t=2431
na ying gai 	那應該	c=1 d=0.161218 t=2431
nai 	奶	c=2 d=1.96079 t=1669
nai ping 	奶瓶	c=1 d=1 t=1654
nan 	難	c=1 d=1 t=1547
nan dao 	難道	c=1 d=0.0639279 t=2431
nan yi 	難以	c=1 d=0.0332068 t=2431
nao dong 	腦洞	c=2 d=1.72615 t=2234
ne 	呢	c=26 d=3.02482 t=2431
neng 	能	c=2 d=0.261914 t=2431
neng gou 	能夠	c=1 d=0.250324 t=2431
neng liang 	能量	c=1 d=0.00257991 t=2431
ni 	你	c=7 d=0.798042 t=2431
ni de 	你的	c=1 d=1 t=2103
ni hao 	你好	c=1 d=0.00509243 t=2431
ni qu 	你去	c=1 d=1 t=1579
ni shi 	你是	c=1 d=0.156453 t=2431
nian 	年	c=4 d=0.0132743 t=2431
nian qing 	年輕	c=0 d=0.00109436 t=2431
nian zhi 	粘滯	c=1 d=0.0250972 t=2431
ning ju tai 	凝聚態	c=1 d=0.0144076 t=2431
niu nai 	牛奶	c=2 d=1.92312 t=1979
nv peng you 	女朋友	c=1 d=0.00304273 t=2431
nv xing 	女性	c=1 d=0.634448 t=2431
o 	哦	c=5 d=0.414134 t=2431
ou 	偶	c=1 d=0.00210172 t=2431
pan 	攀	c=1 d=1 t=1854
pao 	泡	c=1 d=1.08353 t=2041
pao yi xia 	泡一下	c=1 d=1 t=2006
ping bi 	屏蔽	c=2 d=1.7388 t=2431
ping guo 	蘋果	c=1 d=1 t=2039
ping lun 	評論	c=1 d=0.486752 t=2431
ping ze 	平仄	c=2 d=1.97045 t=1872
po le 	破了	c=1 d=1 t=1780
qi 	祺	c=1 d=0.00162053 t=2431
qi dai 	期待	c=0 d=0.0600496 t=2431
qi fa 	啓發	c=1 d=0.0575558 t=2431
qi lai 	起來	c=1 d=1 t=2146
qi ming 	起名	c=1 d=0.00160441 t=2431
qi shi 	其實	c=3 d=0.0712169 t=2431
qi ta 	其他	c=1 d=1 t=1726
qi yuan 	起源	c=1 d=0.00194013 t=2431
qi zhong 	其中	c=1 d=0.2334 t=2431
qian 	前	c=3 d=0.109522 t=2431
qian 	錢	c=0 d=0.00510474 t=2431
qian ban 	前半	c=0 d=0.1 t=1528
qian ban bu fen 	前半部分	c=2 d=1.16864 t=1885
qian jin 	千斤	c=0 d=0.1 t=2280
qian lao shi 	錢老師	c=2 d=0.0513033 t=2431
qian yi ban 	前一半	c=1 d=1 t=1520
qiao ke li 	巧克力	c=2 d=0.232243 t=2431
qie xiang li 	切向力	c=1 d=0.0246002 t=2431
qin ai de 	親愛的	c=2 d=1.09117 t=2051
qin qin 	親親	c=1 d=1 t=1760
qing kuang 	情況	c=1 d=0.0441572 t=2431
qing lv 	情侶	c=1 d=0.00190171 t=2431
qing song 	輕鬆	c=1 d=1 t=1812
qing xiang yu 	傾向於	c=1 d=0.0184997 t=2431
qu 	去	c=6 d=0.54178 t=2431
qu ba 	去吧	c=3 d=0.058741 t=2431
qu ba qu ba 	去吧去吧	c=1 d=0.00588705 t=2431
qu chi fan 	去吃飯	c=1 d=1 t=1736
qu diao 	去掉	c=1 d=0.25259 t=1894
qu diao le 	去掉了	c=1 d=1 t=1895
qu fen 	區分	c=1 d=0.00927901 t=2431
qu ni 	娶你	c=1 d=0.00296761 t=2431
qu wu fen 	去污粉	c=1 d=1 t=1714
qu yu 	區域	c=7 d=1.08402 t=2431
quan bu 	全部	c=2 d=0.0692938 t=2431
quan shen 	全身	c=1 d=1 t=2212
que shi 	確實	c=5 d=0.198343 t=2431
qun 	羣	c=2 d=0.145947 t=2431
qun ti 	羣體	c=1 d=1 t=2188
ran hou 	然後	c=9 d=0.229404 t=2431
rang 	讓	c=1 d=1 t=1671
rang wo 	讓我	c=1 d=1 t=1759
re 	熱	c=1 d=1 t=1962
re dian 	熱點	c=1 d=1 t=1946
re fang 	熱放	c=1 d=0.00677172 t=2431
re shui 	熱水	c=1 d=1 t=2027
re shui dai 	熱水袋	c=2 d=1.90937 t=2010
ren 	人	c=5 d=0.0774806 t=2431
ren de 	人的	c=1 d=1 t=1595
ren gong 	人工	c=1 d=1 t=2139
ren jia 	人家	c=1 d=1 t=1621
ren kou 	人口	c=1 d=1 t=1916
ren lei 	人類	c=1 d=1 t=1915
ren nao 	人腦	c=1 d=1 t=2119
ren shi 	認識	c=1 d=0.00153381 t=2431
ren wei 	認爲	c=1 d=1 t=1594
ru guo 	如果	c=9 d=1.05298 t=2431
ru he 	如何	c=4 d=0.833321 t=2431
ruan 	軟	c=1 d=0.0143357 t=2431
san 	三	c=0 d=0.00528657 t=2431
san ge 	三個	c=6 d=0.857146 t=2431
san nian 	三年	c=1 d=0.0018734 t=2431
san shi 	三十	c=0 d=0.1 t=1584
san shi duo nian 	三十多年	c=1 d=0.0531307 t=2431
san shi ye 	三十頁	c=1 d=1 t=1585
san yuan 	三元	c=1 d=0.0584257 t=2431
san yuan se 	三原色	c=2 d=0.152659 t=2431
san zhong 	三種	c=4 d=0.631693 t=2431
sha ding yu 	沙丁魚	c=1 d=1 t=1754
shan dian 	閃電	c=1 d=1 t=1782
shan diao 	刪掉	c=1 d=0.873716 t=2431
shan hai jing 	山海經	c=1 d=0.00192083 t=2431
shang 	上	c=18 d=2.40055 t=2431
shang de 	上的	c=1 d=0.0156858 t=2431
shang mian 	上面	c=2 d=0.0620472 t=2431
shang se 	上色	c=1 d=0.064894 t=2431
shang wang 	上網	c=1 d=1 t=2053
shao 	少	c=1 d=0.00456197 t=2431
shao nian 	少年	c=1 d=0.0520436 t=2431
shao nian ban 	少年班	c=1 d=0.0518189 t=2431
she hui xue 	社會學	c=1 d=1 t=2187
she zhi 	設置	c=1 d=0.000550326 t=2431
shen me 	什麼	c=11 d=1.83543 t=2431
shen ti 	身體	c=1 d=1 t=1999
shen zhi 	甚至	c=1 d=0.414783 t=2431
sheng huo 	生活	c=3 d=0.00471443 t=2431
sheng ji 	生機	c=1 d=0.00141589 t=2431
sheng xia 	剩下	c=1 d=0.23457 t=2431
sheng xia de 	剩下的	c=1 d=1 t=1543
shi 	是	c=51 d=6.21216 t=2431
shi 	試	c=1 d=0.0329199 t=2431
shi bu shi 	是不是	c=4 d=0.405379 t=2431
shi de 	是的	c=2 d=2.04017 t=1904
shi de ne 	是的呢	c=1 d=1 t=1746
shi dian 	十點	c=0 d=0.000458484 t=2431
shi dian duo 	十點多	c=1 d=0.00460782 t=2431
shi duo nian 	十多年	c=0 d=0.00528657 t=2431
shi hou 	時候	c=5 d=0.485529 t=2431
shi ji 	時機	c=2 d=0.67368 t=2431
shi ji shang 	實際上	c=1 d=1 t=2293
shi jian 	時間	c=1 d=0.0117646 t=2431
shi jie 	世界	c=1 d=0.00220167 t=2431
shi le yi xia 	試了一下	c=1 d=0.0916297 t=2431
shi ne 	是呢	c=10 d=3.17967 t=2431
shi pin 	視頻	c=0 d=0.1 t=2017
shi qi 	時期	c=1 d=0.375311 t=2431
shi qing 	事情	c=1 d=0.744532 t=2431
shi ren 	詩人	c=2 d=1.98511 t=2431
shi tang 	食堂	c=1 d=1 t=1743
shi ya 	是呀	c=1 d=1 t=1745
shi yan 	實驗	c=1 d=0.0561348 t=2431
shi ye 	事業	c=1 d=0.00164502 t=2431
shi yi xia 	試一下	c=1 d=1 t=1967
shi yong 	使用	c=1 d=1 t=1603
shou 	手	c=1 d=0.606531 t=2431
shou dao 	受到	c=1 d=0.0558548 t=2431
shou heng 	守恆	c=1 d=0.075774 t=2431
shou shi hao 	收拾好	c=1 d=0.00222055 t=2431
shu 	鼠	c=1 d=0.00054485 t=2431
shu ju 	數據	c=1 d=0.0117959 t=2431
shu ru fa 	輸入法	c=2 d=0.571215 t=2431
shu xue 	數學	c=1 d=0.0424257 t=2431
shu yu 	屬於	c=1 d=0.000675539 t=2431
shui 	睡	c=2 d=0.0330865 t=2431
shui 	誰	c=1 d=1 t=1672
shui bu zhao 	睡不着	c=1 d=1 t=1616
shui de 	睡得	c=1 d=0.00451658 t=2431
shui qian 	睡前	c=1 d=1 t=1557
shui xing 	水星	c=2 d=0.0625492 t=2431
shui zhao 	睡着	c=1 d=0.00486835 t=2431
shuo 	說	c=12 d=1.87311 t=2431
shuo gei 	說給	c=1 d=0.0262523 t=2431
shuo guo 	說過	c=1 d=1 t=1861
shuo lai 	說來	c=1 d=0.240508 t=2431
si dian 	四點	c=1 d=0.00472447 t=2431
si ji 	死機	c=1 d=0.00198925 t=2431
si kao 	思考	c=1 d=0.0655462 t=2431
si liang 	四兩	c=2 d=1.98511 t=2283
si nian 	四年	c=1 d=0.00184551 t=2431
sou 	搜	c=1 d=0.786628 t=2431
su cai 	素材	c=1 d=0.0443785 t=2431
su qi 	俗氣	c=1 d=1 t=1832
suan 	算	c=1 d=0.0176857 t=2431
suan 	酸	c=1 d=1 t=1957
suan fa 	算法	c=2 d=0.0547458 t=2431
suan guo 	算過	c=1 d=0.0144798 t=2431
suan shi 	算是	c=1 d=0.0368832 t=2431
sui ran 	雖然	c=4 d=0.55117 t=2431
suo 	所	c=1 d=0.306621 t=2431
suo dui ying 	所對應	c=1 d=0.301194 t=2431
suo yi 	所以	c=9 d=0.402963 t=2431
suo you 	所有	c=1 d=0.00204983 t=2431
ta 	他	c=1 d=1 t=1839
ta men 	他們	c=1 d=0.0184074 t=2431
tai 	太	c=1 d=0.932804 t=2431
tai 	態	c=0 d=0.099776 t=2431
tai ci 	臺詞	c=1 d=0.000593188 t=2431
tai da 	太大	c=0 d=0.1 t=1774
tai da le 	太大了	c=1 d=1 t=1775
tai hao chi 	態好吃	c=1 d=0.927743 t=2431
tai kong 	太空	c=2 d=0.00276982 t=2431
tai leng 	太冷	c=1 d=1 t=2361
tai qi lai 	擡起來	c=1 d=0.00271219 t=2431
tai yang 	太陽	c=1 d=1 t=1787
tai yao yuan 	太遙遠	c=1 d=0.00416933 t=2431
tan ce qi 	探測器	c=1 d=0.0314298 t=2431
tang xia 	躺下	c=2 d=1.96561 t=2056
tao 	套	c=1 d=0.00208081 t=2431
tao lun 	討論	c=3 d=0.317723 t=2431
te ding 	特定	c=1 d=0.00404611 t=2431
tian 	填	c=1 d=0.00814786 t=2431
tian 	天	c=1 d=1 t=1778
tian leng 	天冷	c=1 d=1 t=2035
tian na 	天哪	c=1 d=0.600496 t=2431
tiao guo 	跳過	c=1 d=0.0126512 t=2431
ting 	聽	c=1 d=0.0275116 t=2431
ting bu dong 	聽不懂	c=1 d=1 t=1551
ting dao 	聽到	c=3 d=1.05018 t=2431
ting duo 	挺多	c=1 d=0.0420036 t=2431
ting lai 	聽來	c=1 d=0.0106734 t=2431
ting li hai 	聽厲害	c=1 d=0.0113334 t=2431
ting shuo 	聽說	c=4 d=1.4795 t=2431
tong yang 	同樣	c=1 d=1 t=2178
tou tou 	偷偷	c=1 d=1 t=1685
tou ying yi 	投影儀	c=1 d=0.00100779 t=2431
tu 	圖	c=2 d=0.0714466 t=2431
tu ran 	突然	c=2 d=0.367651 t=2431
tu shang 	圖上	c=1 d=0.138677 t=2431
tu shang qu 	圖上去	c=1 d=0.144424 t=2431
tu xie 	吐血	c=1 d=0.00585769 t=2431
tui 	推	c=2 d=1.86071 t=1606
tui wan 	推完	c=1 d=1 t=1587
wan 	完	c=1 d=0.00625109 t=2431
wan 	玩	c=1 d=1 t=1581
wan an 	晚安	c=1 d=1 t=1815
wan hui 	晚會	c=0 d=0.000618889 t=2431
wan yi 	萬一	c=1 d=0.00240549 t=2431
wang luo 	網絡	c=2 d=0.233489 t=2431
wei 	爲	c=0 d=0.1 t=2395
wei dao 	味道	c=16 d=2.84252 t=2431
wei fen 	微分	c=1 d=0.582748 t=2431
wei guan 	微觀	c=1 d=0.379083 t=2431
wei le 	爲了	c=1 d=0.00133343 t=2431
wei li 	胃裏	c=1 d=1 t=1955
wei shen me 	爲什麼	c=3 d=0.900325 t=2431
wei teng 	胃疼	c=1 d=1 t=1971
wei xiao 	微小	c=1 d=0.398519 t=2431
wei xin 	微信	c=1 d=0.0133665 t=2431
wen ding xing 	穩定性	c=1 d=0.0213864 t=2431
wen du 	溫度	c=2 d=0.0389953 t=2431
wen jian 	文件	c=1 d=0.000655574 t=2431
wen li 	紋理	c=1 d=0.000930303 t=2431
wen ming 	文明	c=1 d=0.000902809 t=2431
wen nuan 	溫暖	c=1 d=1 t=1982
wen ti 	問題	c=5 d=0.764494 t=2431
wen zhang 	文章	c=4 d=0.593765 t=2431
wo 	我	c=30 d=4.33952 t=2431
wo da suan 	我打算	c=1 d=1 t=1761
wo hai mei 	我還沒	c=0 d=0.00536647 t=2431
wo hai mei chu sheng 	我還沒出生	c=1 d=0.0539337 t=2431
wo jue de 	我覺得	c=4 d=0.0902224 t=2431
wo men 	我們	c=6 d=0.584971 t=2431
wo qu 	我去	c=1 d=0.00634556 t=2431
wo yao yong 	我要用	c=1 d=0.0623495 t=2431
wo ye 	我也	c=4 d=0.83527 t=2431
wo ye hui 	我也會	c=1 d=1 t=1723
wo yi 	我一	c=0 d=0.1 t=2395
wo yi qian 	我以前	c=1 d=1 t=1950
wo yi wei 	我一爲	c=1 d=1 t=2396
wo zong 	我總	c=0 d=0.1 t=2285
wo zong shi 	我總是	c=1 d=1 t=2286
wu li 	無力	c=1 d=0.609571 t=2431
wu li 	物理	c=1 d=1 t=2272
wu yan 	屋檐	c=1 d=1 t=2366
wu yu 	無語	c=1 d=1 t=1673
wu yue 	五月	c=1 d=0.000633025 t=2431
wu ze tian 	武則天	c=1 d=1 t=2423
xi 	洗	c=1 d=1 t=2328
xi de 	洗得	c=1 d=0.00704808 t=2431
xi shui 	戲水	c=1 d=1 t=2382
xi tong 	系統	c=3 d=0.0567264 t=2431
xi xiao 	細小	c=1 d=0.0198411 t=2431
xi yi fang 	洗衣房	c=2 d=1.99005 t=2310
xia 	下	c=0 d=0.1 t=1808
xia 	瞎	c=1 d=1 t=2155
xia ling ying 	夏令營	c=1 d=0.00114197 t=2431
xia ren 	嚇人	c=0 d=0.1 t=1782
xia shuo 	瞎說	c=1 d=0.00298248 t=2431
xia yi 	下一	c=0 d=0.1 t=1515
xia yi ban 	下一版	c=1 d=1 t=1516
xia zhou er 	下週二	c=1 d=1 t=1809
xian 	先	c=1 d=0.00264522 t=2431
xian cheng 	現成	c=1 d=1 t=2270
xian cheng 	縣城	c=1 d=1 t=2268
xian qu 	先去	c=1 d=1 t=1580
xian shi 	顯示	c=1 d=1 t=1822
xian zai 	現在	c=9 d=1.40808 t=2431
xiang 	想	c=2 d=0.25397 t=2431
xiang bian 	相變	c=1 d=1 t=2266
xiang cao 	香草	c=2 d=0.234577 t=2431
xiang cheng 	想成	c=2 d=1.93707 t=2302
xiang dao 	想到	c=1 d=0.000584356 t=2431
xiang fa 	想法	c=1 d=0.348192 t=2431
xiang hu 	相互	c=5 d=0.454067 t=2431
xiang jian 	相見	c=1 d=0.00186406 t=2431
xiang qi lai 	想起來	c=2 d=0.0809444 t=2431
xiang sheng 	相聲	c=1 d=1 t=1860
xiang shi 	像是	c=4 d=0.0148005 t=2431
xiang xiang 	想想	c=1 d=0.0702988 t=2431
xiang yao 	想要	c=1 d=0.128093 t=2431
xiao 	小	c=1 d=0.0399129 t=2431
xiao cheng xu 	小程序	c=1 d=1 t=1821
xiao chi du 	小尺度	c=1 d=0.400517 t=2431
xiao chu 	消除	c=1 d=0.0186856 t=2431
xiao guo 	效果	c=0 d=0.1 t=1991
xiao hai zi 	小孩子	c=1 d=1 t=2378
xiao man yue 	小滿月	c=1 d=0.000611253 t=2431
xiao miao 	小喵	c=2 d=1.96561 t=1731
xiao shi 	消失	c=1 d=0.460704 t=2431
xiao shi hou 	小時候	c=1 d=1 t=2373
xiao shuo 	小說	c=1 d=0.00159641 t=2431
xie chu 	寫出	c=1 d=0.0271874 t=2431
xie de 	寫的	c=1 d=0.00557201 t=2431
xie zhe 	寫着	c=2 d=0.00170055 t=2431
xin hao 	信號	c=1 d=0.00349997 t=2431
xin xi 	信息	c=1 d=0.000953854 t=2431
xing 	星	c=1 d=0.0308074 t=2431
xing cheng 	形成	c=2 d=0.03449 t=2431
xing ji 	星際	c=1 d=0.000898306 t=2431
xing shi 	形式	c=2 d=0.769545 t=2431
xing xi 	星系	c=2 d=0.850947 t=2431
xing xing 	行星	c=0 d=0.000111936 t=2431
xing xing zi yuan 	行星資源	c=2 d=0.00236825 t=2431
xing ye 	星夜	c=1 d=0.00144449 t=2431
xing ye 	星爺	c=0 d=0.000127476 t=2431
xing ye cheng 	星爺城	c=1 d=0.00128115 t=2431
xing you 	星郵	c=2 d=0.00333795 t=2431
xiong 	胸	c=1 d=1 t=1667
xiu 	修	c=0 d=0.1 t=1769
xiu 	秀	c=1 d=1 t=1773
xiu en ai 	修恩愛	c=1 d=1 t=1770
xiu fu 	修復	c=1 d=0.0380064 t=2431
xiu xi 	休息	c=2 d=0.130055 t=2431
xu 	須	c=1 d=0.000542133 t=2431
xu ruo 	虛弱	c=1 d=1 t=1997
xu yao 	需要	c=1 d=1.02503 t=1799
xue 	學	c=2 d=0.299746 t=2431
xue dao 	學到	c=1 d=1 t=1553
xue xi 	學習	c=1 d=0.263163 t=2431
xue xi yi hui er 	學習一會兒	c=1 d=0.00637737 t=2431
ya 	呀	c=18 d=1.25366 t=2431
ya suo 	壓縮	c=0 d=0.1 t=1538
ya suo dao 	壓縮到	c=1 d=1 t=1539
ya zi 	鴨子	c=2 d=1.93707 t=2303
yan jin 	嚴禁	c=1 d=1 t=2254
yan jing 	眼睛	c=1 d=0.904837 t=2431
yan mo 	淹沒	c=1 d=0.00436124 t=2431
yan se 	顏色	c=16 d=2.83579 t=2431
yan zheng 	驗證	c=1 d=1 t=1566
yang 	楊	c=4 d=0.0561819 t=2431
yang ling qi 	楊苓祺	c=1 d=0.00172074 t=2431
yang zi 	樣子	c=1 d=1 t=1697
yao 	要	c=7 d=0.977912 t=2431
yao bu yao 	要不要	c=1 d=1 t=1735
yao lai 	要來	c=1 d=0.00316691 t=2431
yao qing 	邀請	c=1 d=0.00123091 t=2431
yao shi 	鑰匙	c=1 d=0.000710174 t=2431
yao yong 	要用	c=0 d=0.00620385 t=2431
yao yuan 	遙遠	c=0 d=0.000414854 t=2431
ye 	也	c=10 d=0.973747 t=2431
ye 	夜	c=9 d=0.445496 t=2431
ye 	頁	c=0 d=0.1 t=1584
ye bu 	也不	c=0 d=0.1 t=2329
ye bu zhao ji 	也不着急	c=1 d=1 t=2330
ye hui 	也會	c=1 d=0.429557 t=2431
ye jiu shi 	也就是	c=2 d=0.458507 t=2431
ye mei you 	也沒有	c=1 d=1 t=2026
ye shi 	也是	c=3 d=0.681063 t=2431
ye xu 	也許	c=1 d=1 t=2193
yi ban 	一半	c=2 d=1.94645 t=1540
yi dian 	一點	c=5 d=0.40221 t=2431
yi duan 	一段	c=1 d=1 t=1862
yi fang 	以防	c=1 d=0.0023935 t=2431
yi ge 	一個	c=12 d=0.820237 t=2431
yi ge duo xiao shi 	一個多小時	c=1 d=0.0992613 t=2431
yi gong 	一共	c=1 d=1 t=1584
yi hou 	以後	c=4 d=1.43582 t=2431
yi hui er 	一會兒	c=3 d=0.0144164 t=2431
yi ji 	以及	c=2 d=0.00160799 t=2431
yi jie 	一階	c=1 d=0.579842 t=2431
yi jing 	已經	c=5 d=0.874907 t=2431
yi kou 	一口	c=1 d=1 t=1663
yi kuai 	一塊	c=0 d=0.000246639 t=2431
yi pian 	一篇	c=2 d=0.425368 t=2431
yi qi 	一起	c=1 d=0.0939493 t=2431
yi qian 	以前	c=6 d=0.743392 t=2431
yi qie 	一切	c=1 d=0.00138785 t=2431
yi tian 	一天	c=2 d=1.40454 t=2063
yi tiao 	一條	c=1 d=0.00366107 t=2431
yi wei 	以爲	c=1 d=0.843665 t=2431
yi xi di 	伊希地	c=2 d=0.00356448 t=2431
yi xia 	一下	c=4 d=0.320404 t=2431
yi xie 	一些	c=7 d=0.120365 t=2431
yi ye 	一頁	c=1 d=1 t=1570
yi yi 	一一	c=1 d=0.142987 t=2431
yi yi 	意義	c=2 d=0.245564 t=2431
yi zhang 	一張	c=0 d=0.00566989 t=2431
yi zhang tu 	一張圖	c=2 d=0.0569831 t=2431
yi zhi 	一直	c=1 d=1 t=2356
yi zhou 	一週	c=1 d=0.650516 t=2431
yin li 	引力	c=1 d=0.0152222 t=2431
yin li bo 	引力波	c=1 d=0.474734 t=2431
yin wei 	因爲	c=8 d=2.14534 t=2431
yin yang 	陰陽	c=2 d=0.194858 t=2431
yin yang tu 	陰陽圖	c=1 d=0.0590129 t=2431
ying gai 	應該	c=10 d=1.61575 t=2431
yo 	喲	c=1 d=0.00663763 t=2431
yong 	用	c=3 d=0.19617 t=2431
yong de 	用的	c=1 d=0.0413782 t=2431
yong guo 	用過	c=1 d=1 t=2195
yong lai 	用來	c=1 d=0.0645703 t=2431
yong le 	用了	c=4 d=0.441198 t=2431
yong yu 	用於	c=1 d=0.00078095 t=2431
yong zai 	用在	c=2 d=1.66365 t=2184
you 	又	c=2 d=0.985112 t=2431
you 	有	c=11 d=2.10573 t=2431
you dao le 	有到了	c=1 d=0.00275318 t=2431
you dian 	有點	c=2 d=0.117162 t=2431
you dian xiang 	有點像	c=1 d=0.0238732 t=2431
you ge 	有個	c=3 d=0.869122 t=2431
you guan 	有關	c=1 d=0.20089 t=2431
you mei you 	有沒有	c=3 d=0.82085 t=2431
you ren 	有人	c=1 d=0.644326 t=2431
you shen me 	又什麼	c=1 d=1 t=1704
you shi hou 	有時候	c=2 d=1.55433 t=1952
you xiao guo 	有效果	c=1 d=1 t=1992
you xing 	遊行	c=1 d=0.621885 t=2431
you yao 	又要	c=1 d=1 t=1772
you yi ge 	有一個	c=1 d=1 t=1840
you yi tiao 	有一條	c=1 d=0.101266 t=2431
you yu 	有魚	c=1 d=1 t=1733
yu 	於	c=3 d=0.459991 t=2431
yu 	與	c=1 d=0.00151098 t=2431
yu ce 	預測	c=2 d=1.98511 t=1599
yu hui 	與會	c=1 d=0.000685748 t=2431
yu ju 	語句	c=0 d=5.55857e-05 t=2431
yu ju liu 	語句流	c=1 d=0.000558643 t=2431
yu lun 	輿論	c=2 d=1.956 t=2274
yu zhou 	宇宙	c=2 d=0.847387 t=2431
yuan chu 	原初	c=1 d=0.472367 t=2431
yuan gu 	緣故	c=1 d=0.00166989 t=2431
yuan lai 	原來	c=6 d=1.37582 t=2431
yuan li 	遠離	c=1 d=0.00822975 t=2431
yuan su 	原素	c=0 d=0.00434998 t=2431
yuan su cai 	原素才	c=1 d=0.0437178 t=2431
yun ceng 	雲層	c=1 d=0.0028799 t=2431
yun dong 	運動	c=1 d=1 t=1604
za qi za ba 	雜七雜八	c=2 d=0.00152887 t=2431
zai 	再	c=9 d=1.35985 t=2431
zai 	在	c=22 d=1.81133 t=2431
zai lai 	再來	c=2 d=0.776218 t=2431
zao 	澡	c=1 d=0.00694315 t=2431
zao qi 	早期	c=1 d=0.366045 t=2431
ze 	嘖	c=0 d=0.0733447 t=2431
ze ze 	嘖嘖	c=0 d=0.0733447 t=2431
ze ze ze 	嘖嘖嘖	c=1 d=0.737123 t=2431
zen me 	怎麼	c=3 d=0.227733 t=2431
zhan 	站	c=1 d=0.00111936 t=2431
zhan lan hui 	展覽會	c=4 d=0.00546098 t=2431
zhan shi 	展示	c=1 d=0.000973123 t=2431
zhan zhe 	站着	c=1 d=1 t=2399
zhang luo 	漲落	c=1 d=0.0042963 t=2431
zhang qi 	脹氣	c=1 d=1 t=1975
zhao dao 	找到	c=1 d=0.00082099 t=2431
zhao ji 	着急	c=0 d=0.1 t=2329
zhe 	着	c=1 d=1 t=1625
zhe 	這	c=2 d=0.132854 t=2431
zhe ci 	這次	c=1 d=0.000724521 t=2431
zhe ge 	這個	c=12 d=0.773698 t=2431
zhe li 	這裏	c=5 d=1.11373 t=2431
zhe me 	這麼	c=2 d=0.239309 t=2431
zhe me hao 	這麼好	c=1 d=0.0031042 t=2431
zhe pian 	這篇	c=2 d=0.165408 t=2431
zhe san zhong 	這三種	c=1 d=0.0925506 t=2431
zhe shi 	這是	c=1 d=0.000997758 t=2431
zhe shi shen me 	這是什麼	c=1 d=0.000553084 t=2431
zhe shou shi 	這首詩	c=1 d=1 t=2299
zhe xie 	這些	c=3 d=0.384038 t=2431
zhe yang 	這樣	c=14 d=1.28542 t=2431
zhe ye shi 	這也是	c=1 d=0.465334 t=2431
zhe yi 	這一	c=0 d=0.1 t=1511
zhe yi ban 	這一版	c=1 d=1 t=1512
zhe yi zhou 	這一週	c=1 d=0.008396 t=2431
zhe zhong 	這種	c=4 d=0.694444 t=2431
zhen de 	真的	c=1 d=1 t=1752
zhen shi 	真是	c=1 d=0.0301974 t=2431
zheng hao 	正好	c=3 d=0.646204 t=2431
zheng zai 	正在	c=1 d=0.00129402 t=2431
zhi 	只	c=1 d=1 t=1888
zhi 	指	c=1 d=0.0401553 t=2431
zhi bai 	直白	c=1 d=1 t=1713
zhi dao 	知道	c=1 d=0.267135 t=2431
zhi de 	值得	c=1 d=1 t=1705
zhi hou 	之後	c=4 d=0.647556 t=2431
zhi jian 	之間	c=4 d=0.370606 t=2431
zhi jie 	直接	c=1 d=0.0356146 t=2431
zhi lei 	之類	c=1 d=0.034562 t=2431
zhi liao 	治療	c=1 d=1 t=2080
zhi neng 	只能	c=5 d=0.798239 t=2431
zhi qian 	之前	c=1 d=0.100761 t=2431
zhi shao 	至少	c=1 d=1 t=1552
zhi shi 	只是	c=5 d=0.430345 t=2431
zhi shu 	指數	c=1 d=0.594521 t=2431
zhi xin 	置信	c=1 d=0.0333733 t=2431
zhi you 	只有	c=1 d=1 t=2372
zhong 	中	c=4 d=0.0695809 t=2431
